position,overall,name,nation,club,age
CB,61,Sondre Fosnæss Hanssen,Norway,Strømsgodset IF,22
CB,65,Sondre Solholm Johansen,Norway,Odds BK,28
CB,61,Song Ju Hun,Korea Republic,Jeju United,29
CB,70,Sonny Bradley,England,Derby County,32
CB,63,Sören Reddemann,Germany,VfB Lübeck,27
CB,66,Sotirios Papagiannopoulos,Sweden,AIK,33
CB,65,Soumaila Coulibaly,France,Royal Antwerp FC,19
CB,72,Stanley Nsoki,France,TSG Hoffenheim,24
CB,64,Stav Lemkin,Israel,Shakhtar Donetsk,20
CB,75,Stefan Bell,Germany,1. FSV Mainz 05,32
CB,82,Stefan de Vrij,Holland,Inter,31
CB,70,Stefan Gartenmann,Denmark,Aberdeen,26
CB,68,Stefan Knežević,Switzerland,Sp. Charleroi,26
CB,74,Stefan Mitrović,Serbia,Getafe CF,33
CB,82,Stefan Savić,Montenegro,Atlético de Madrid,32
CB,72,Stefan Strandberg,Norway,Vålerenga Fotball,33
CB,63,Stefan Velkov,Bulgaria,Vejle Boldklub,26
CB,73,Stefano Denswil,Suriname,Trabzonspor,30
CB,68,Stefano Scognamillo,Italy,Catanzaro,29
CB,59,Stefanos Stroungis,Greece,UTA Arad,26
CB,65,Steffen Hagen,Norway,Odds BK,37
CB,64,Steffen Nkansah,Germany,FC Erzgebirge Aue,27
CB,68,Stelios Andreou,Cyprus,Sp. Charleroi,21
CB,68,Stephan Ambrosius,Ghana,Hamburger SV,24
CB,58,Stephan Negru,Republic of Ireland,Oxford United,21
CB,70,Stephen Kingsley,Scotland,Hearts,29
CB,68,Steve Birnbaum,United States,D.C. United,32
CB,72,Steve Cook,England,QPR,32
CB,69,Steve Rouiller,Switzerland,Servette FC,33
CB,69,Steven Moreira,France,Columbus Crew,29
CB,64,Steven Pabón,Venezuela,Metropolitanos,22
CB,72,Steven Vitória,Canada,GD Chaves,36
CB,54,Stian Aarønes Holte,Norway,Aalesunds FK,20
CB,72,Stian Gregersen,Norway,Bordeaux,28
CB,56,Stijn Bultman,Holland,Heracles Almelo,18
CB,75,Strahinja Pavlović,Serbia,RB Salzburg,22
CB,71,Stratos Svarnas,Greece,Raków,25
CB,64,Stuart Findlay,Scotland,Kilmarnock,28
CB,56,Sun Zheng'ao,China PR,Zhejiang Pro,29
CB,51,Suwailem Al Menhali,Saudi Arabia,Al Ittihad,19
CB,83,Sven Botman,Holland,Newcastle Utd,23
CB,65,Sven Nieuwpoort,Holland,Excelsior,30
CB,65,Sven Sonnenberg,Germany,Heracles Almelo,24
CB,73,Sven van Beek,Holland,sc Heerenveen,29
CB,76,Sverrir Ingi Ingason,Iceland,FC Midtjylland,30
CB,67,Syam Ben Youssef,Tunisia,SM Caen,34
CB,65,Syb van Ottele,Holland,sc Heerenveen,21
CB,63,Szymon Szymański,Poland,Ruch Chorzów,27
CB,67,Tachi,Spain,CD Mirandés,26
CB,63,Talal Al Absi,Saudi Arabia,Al Hazem,30
CB,73,Tanguy Nianzou,France,Sevilla FC,21
CB,63,Tanguy Zoukrou,France,ESTAC Troyes,20
CB,65,Tanner Beason,United States,SJ Earthquakes,26
CB,72,Taras Kacharaba,Ukraine,Slavia Praha,28
CB,60,Tarek Buchmann,Germany,FC Bayern München,18
CB,51,Tarif Akhand,India,Punjab FC,25
CB,54,Taulant Parallangaj,Sweden,Halmstads BK,21
CB,74,Taylor Harwood-Bellis,England,Southampton,21
CB,65,Taylor Moore,England,Valenciennes FC,26
CB,70,Tayyip Sanuç,Turkey,Beşiktaş,23
CB,53,Teddy Mfuni,England,Oxford United,19
CB,67,Teden Mengi,England,Luton Town,21
CB,69,Teenage Hadebe,Zimbabwe,Houston Dynamo,28
CB,65,Terell Thomas,St. Lucia,Charlton Ath,27
CB,70,Terence Kongolo,Holland,SK Rapid Wien,29
CB,64,Terence Vancooten,Guyana,Stevenage,25
CB,63,Théo Barbet,France,Almere City FC,22
CB,66,Théo Pellenard,France,AJ Auxerre,29
CB,64,Theo Vassell,England,Salford City,26
CB,71,Thiago Martins,Brazil,New York City FC,28
CB,63,Thiago Servín,Paraguay,Guaraní,20
CB,84,Thiago Silva,Brazil,Chelsea,39
CB,76,Thilo Kehrer,Germany,West Ham,27
CB,67,Thomas Beelen,Holland,Feyenoord,22
CB,63,Thomas Geyer,Germany,SSV Ulm 1846,32
CB,69,Thomas Isherwood,Sweden,SV Darmstadt 98,25
CB,66,Thomas Keller,Germany,Heidenheim,24
CB,67,Thomas Lam,Finland,PEC Zwolle,29
CB,66,Thomas Meißner,Germany,Hansa Rostock,32
CB,64,Thomas Rotter,Austria,TSV Hartberg,31
CB,68,Thomas Thiesson Kristensen,Denmark,Udinese,21
CB,53,Thomas Williams,United States,Orlando City,19
CB,69,Thorsten Mahrer,Austria,Austria Klagenfurt,33
CB,76,Tiago Djaló,Portugal,LOSC Lille,23
CB,63,Tijs Velthuis,Holland,Sparta Rotterdam,21
CB,66,Till Cissokho,France,Quevilly Rouen,23
CB,68,Tim Knipping,Germany,SV Sandhausen,30
CB,69,Tim Oberdorf,Germany,Düsseldorf,27
CB,65,Tim Oermann,Germany,VfL Bochum,20
CB,69,Tim Parker,United States,St. Louis CITY SC,30
CB,62,Tim Payne,New Zealand,Well. Phoenix,29
CB,73,Tim Ream,United States,Fulham,36
CB,64,Tim Sechelmann,Germany,SV Waldhof,24
CB,70,Tim Siersleben,Germany,Heidenheim,23
CB,73,Timo Baumgartl,Germany,FC Schalke 04,27
CB,68,Timo Beermann,Germany,VfL Osnabrück,32
CB,77,Timo Hübers,Germany,1. FC Köln,27
CB,71,Timo Letschert,Holland,GwangJu FC,30
CB,73,Tin Jedvaj,Croatia,Panathinaikos,27
CB,69,Tin Plavotic,Croatia,FK Austria Wien,26
CB,64,Tiri,Spain,Mumbai City FC,32
CB,56,Tizian Zimmermann,Germany,Unterhaching,21
CB,56,Tobi Omole,England,Crawley Town,23
CB,62,Tobias Carlsson,Sweden,IK Sirius,28
CB,63,Tobias Fleckstein,Germany,MSV Duisburg,24
CB,64,Tobias Kraulich,Germany,Dynamo Dresden,24
CB,71,Tobias Mølgaard,Denmark,AGF,27
CB,67,Tobias Müller,Germany,SC Paderborn 07,29
CB,71,Tobias Salquist,Denmark,Silkeborg IF,28
CB,66,Tobias Schröck,Germany,FC Ingolstadt 04,30
CB,61,Tobias Slotsager,Denmark,Odense BK,17
CB,81,Toby Alderweireld,Belgium,Royal Antwerp FC,34
CB,61,Toby Mullarkey,England,Grimsby Town,26
CB,69,Toby Sibbick,England,Hearts,24
CB,67,Tom Aldred,Scotland,Brisbane Roar,33
CB,63,Tom Anderson,England,Doncaster,30
CB,63,Tom Beadling,England,WS Wanderers,27
CB,62,Tom Bradbury,England,Cheltenham Town,25
CB,62,Tom Brewitt,England,Swindon Town,26
CB,61,Tom Clayton,Scotland,Swindon Town,23
CB,62,Tom Dallison,England,Colchester,27
CB,63,Tom Davies,England,Tranmere Rovers,31
CB,65,Tom Flanagan,Northern Ireland,Shrewsbury,31
CB,60,Tom Gaal,Germany,SSV Ulm 1846,22
CB,62,Tom Grivosti,England,St. Pats,24
CB,67,Tom Holmes,England,Reading,23
CB,67,Tom Lees,England,Huddersfield,32
CB,74,Tom Lockyer,Wales,Luton Town,28
CB,67,Tom McIntyre,Scotland,Reading,24
CB,63,Tom Parkes,England,Livingston,31
CB,68,Tom Pettersson,Sweden,Mjällby AIF,33
CB,70,Tomás Araújo,Portugal,SL Benfica,21
CB,68,Tomás Avilés,Argentina,Inter Miami CF,19
CB,74,Tomás Cardona,Argentina,Defensa,27
CB,77,Tomáš Holeš,Czech Republic,Slavia Praha,30
CB,64,Tomáš Huk,Slovakia,Piast Gliwice,28
CB,64,Tomás Palacios,Argentina,Talleres,20
CB,68,Tomáš Petrášek,Czech Republic,Jeonbuk Hyundai,31
CB,69,Tomás Ribeiro,Portugal,Vitória SC,24
CB,69,Tomáš Vlček,Czech Republic,Slavia Praha,22
CB,64,Tomislav Uskok,Australia,Macarthur FC,32
CB,65,Tommy Grupe,Germany,VfB Lübeck,31
CB,58,Tommy Smith,New Zealand,MK Dons,33
CB,66,Tomoki Imai,Japan,Western United,32
CB,71,Toni Borevković,Croatia,Vitória SC,26
CB,71,Toni Datković,Croatia,Albacete BP,29
CB,70,Toni Leistner,Germany,Hertha Berlin,33
CB,73,Toni Šunjić,Bosnia and Herzegovina,Henan SSLM FC,34
CB,64,Tony Alfaro,Mexico,LA Galaxy,30
CB,71,Tony Jantschke,Germany,M'gladbach,33
CB,64,Toon Raemaekers,Belgium,KV Mechelen,23
CB,61,Torbjørn L. Heggem,Norway,Brommapojkarna,24
CB,67,Torge Paetow,Germany,SC Verl,28
CB,69,Torrente,Spain,Granada CF,22
CB,77,Tosin Adarabioyo,England,Fulham,26
CB,74,Toti Gomes,Portugal,Wolves,24
CB,66,Toto Nsiala,Congo DR,Fleetwood Town,31
CB,77,Trevoh Chalobah,England,Chelsea,24
CB,68,Tristan Blackmon,United States,Whitecaps FC,27
CB,60,Tristan Crama,France,Bristol Rovers,21
CB,70,Tsuyoshi Watanabe,Japan,KAA Gent,26
CB,76,Tuta,Brazil,Frankfurt,24
CB,57,Tyler Bindon,United States,Reading,18
CB,65,Tyler Blackett,England,Rotherham Utd,29
CB,59,Tyler French,England,Dundee FC,24
CB,62,Tyler Magloire,England,Northampton,24
CB,79,Tyrone Mings,England,Aston Villa,30
CB,62,Udoka Godwin-Malife,England,Swindon Town,23
CB,64,Uğurcan Yazğılı,Turkey,Konyaspor,24
CB,59,Ulaş Zengin,Turkey,Gaziantep,26
CB,64,Ulrik Fredriksen,Norway,FK Haugesund,24
CB,66,Ulrik Yttergård Jenssen,Norway,Rosenborg BK,27
CB,75,Unai García,Spain,CA Osasuna,31
CB,77,Unai Núñez,Spain,RC Celta,26
CB,66,Urko González,Spain,Real Sociedad,22
CB,68,Uroš Radaković,Serbia,MKE Ankaragücü,29
CB,73,Václav Jemelka,Czech Republic,Viktoria Plzeň,28
CB,67,Valdemar Lund,Denmark,F.C. København,20
CB,66,Valentin Antov,Bulgaria,Cremonese,22
CB,68,Valentín Gómez,Argentina,Vélez Sarsfield,20
CB,64,Valentine Ozornwafor,Nigeria,Sp. Charleroi,24
CB,66,Valerică Găman,Romania,FC Hermannstadt,34
CB,70,Valerio Di Cesare,Italy,Bari,40
CB,68,Valerio Mantovani,Italy,Ternana,27
CB,72,Valeriy Bondar,Ukraine,Shakhtar Donetsk,24
CB,74,Vallejo,Spain,Granada CF,26
CB,60,Valon Zumberi,Kosovo,Hamburger SV,20
CB,55,Valpuia,India,Mumbai City FC,23
CB,64,Valtteri Moren,Finland,HJK Helsinki,32
CB,69,Varela,Cape Verde Islands,Casa Pia AC,35
CB,69,Vas Nuñez,Hong Kong,Dalian Pro,27
CB,73,Vasco Fernandes,Portugal,Casa Pia AC,36
CB,63,Vasile Mogoș,Romania,CFR 1907 Cluj,30
CB,65,Verdasca,Portugal,CD Mirandés,26
CB,63,Vetle Skjærvik,Norway,Lillestrøm SK,23
CB,67,Veysel Sarı,Turkey,Antalyaspor,35
CB,69,Víctor Cabrera,Argentina,Tigre,30
CB,75,Víctor Chust,Spain,Cádiz CF,23
CB,75,Víctor Díaz,Spain,Granada CF,35
CB,65,Victor Eriksson,Sweden,IFK Värnamo,23
CB,80,Victor Lindelöf,Sweden,Manchester Utd,29
CB,70,Víctor Moreno,Colombia,Indep. Medellín,28
CB,78,Victor Nelsson,Denmark,Galatasaray,24
CB,60,Viktor Zentrich,Czech Republic,Unterhaching,20
CB,67,Vilanova,Spain,FC Andorra,26
CB,66,Viljar Helland Vevatne,Norway,Viking FK,28
CB,58,Vilmer Rönnberg,Sweden,Varbergs BoIS,21
CB,69,Vincent Manceau,France,En Avant Guingamp,34
CB,71,Vincent Sasso,France,Boavista FC,32
CB,67,Virgil Ghiță,Romania,Cracovia,25
CB,89,Virgil van Dijk,Holland,Liverpool,32
CB,67,Visar Musliu,North Macedonia,SC Paderborn 07,28
CB,79,Vivian,Spain,Athletic Club,24
CB,71,Vlad Chiricheș,Romania,FCSB,33
CB,59,Vladimir Arsić,Bosnia and Herzegovina,Vejle Boldklub,22
CB,60,Vladislav Molchan,Russia,SM Caen,23
CB,65,Volnei Feltes,Brazil,Estoril Praia,23
CB,75,Waldemar Anton,Germany,VfB Stuttgart,27
CB,76,Walker Zimmerman,United States,Nashville SC,30
CB,63,Walter Cabrera,Paraguay,S. Ameliano,33
CB,49,Wang Hao,China PR,Qingdao Hainiu,21
CB,60,Wang Jie,China PR,Nantong Zhiyun FC,34
CB,60,Wang Peng,China PR,Cangzhou FC,30
CB,55,Wang Xianjun,China PR,Dalian Pro,23
CB,56,Wang Yang,China PR,Zhejiang Pro,30
CB,56,Wang Yaopeng,China PR,Dalian Pro,28
CB,76,Warmed Omari,France,Stade Rennais FC,23
CB,61,Warren Burrell,England,Harrogate Town,33
CB,66,Warren O'Hora,Republic of Ireland,MK Dons,24
CB,54,Wei Lai,China PR,Nantong Zhiyun FC,26
CB,64,Wei Zhen,China PR,Shanghai Port,26
CB,52,Wen Junjie,China PR,Meizhou Hakka,26
CB,67,Wes Harding,Jamaica,Millwall,26
CB,79,Wesley Fofana,France,Chelsea,22
CB,74,Wesley Hoedt,Holland,Watford,29
CB,67,Wessel Dammers,Holland,Randers FC,28
CB,61,Wiktor Pleśnierowicz,Poland,Warta Poznań,22
CB,67,Wilfredo Soleto,Bolivia,O. Petrolero,27
CB,68,Wilker Ángel,Venezuela,Aucas,30
CB,63,Will Aimson,England,Exeter City,29
CB,68,Will Fish,England,Hibernian,20
CB,64,Will Forrester,England,Bolton,22
CB,57,Will Greenidge,England,Colchester,21
CB,62,Will Nightingale,England,Ross County,28
CB,62,Will Smith,England,Harrogate Town,24
CB,83,Willi Orban,Hungary,RB Leipzig,30
CB,67,William Boyle,England,Wrexham AFC,28
CB,83,William Saliba,France,Arsenal,22
CB,71,William Troost-Ekong,Nigeria,PAOK FC,30
CB,70,Williams Riveros,Paraguay,Universitario,30
CB,74,Willian Pacho,Ecuador,Frankfurt,21
CB,76,Willy Boly,Côte d'Ivoire,Nott'm Forest,32
CB,61,Wisdom Amey,Italy,Bologna,18
CB,67,Wolke Janssens,Belgium,STVV,28
CB,76,Wout Faes,Belgium,Leicester City,25
CB,65,Wouter Goes,Holland,AZ,19
CB,51,Wungngayam Muirang,India,Jamshedpur FC,24
CB,62,Wyatt Omsberg,United States,Chicago Fire FC,28
CB,68,Xavier Arreaga,Ecuador,Sounders FC,29
CB,53,Xavier Benjamin,England,Cardiff City,19
CB,68,Xavier Kouassi,Côte d'Ivoire,Pau FC,33
CB,69,Xavier Mbuyamba,Holland,FC Volendam,21
CB,48,Xiang Rongjun,China PR,Shanghai Port,19
CB,57,Xu Dong,China PR,Qingdao Hainiu,32
CB,71,Yan Valery,Tunisia,Angers SCO,24
CB,58,Yang Boyu,China PR,Shenzhen FC,34
CB,57,Yang Fan,China PR,Tianjin JMT FC,27
CB,64,Yang Shuai,China PR,Henan SSLM FC,26
CB,61,Yang Yiming,China PR,Rongcheng FC,28
CB,62,Yang Yun,China PR,Cangzhou FC,35
CB,74,Yann Aurel Bisseck,Germany,Inter,22
CB,63,Yannick Schmid,Switzerland,FC Winterthur,28
CB,60,Yannik Lührs,Germany,Hannover 96,20
CB,63,Yannis Letard,France,LASK,25
CB,62,Yannis M'Bemba,France,FC Nantes,22
CB,77,Yaroslav Rakitskyi,Ukraine,Shakhtar Donetsk,34
CB,66,Yasser Baldé,France,Stade Lavallois,30
CB,47,Ye Daoxin,China PR,Zhejiang Pro,17
CB,66,Yeferson Quintana,Uruguay,Defensor,27
CB,57,Yegor Matsenko,Ukraine,Śląsk Wrocław,21
CB,74,Yeimar Gómez Andrade,Colombia,Sounders FC,31
CB,66,Yeison Suárez,Colombia,Dep. Pereira,26
CB,66,Yeon Je Woon,Korea Republic,Jeju United,29
CB,81,Yeray,Spain,Athletic Club,28
CB,77,Yerry Mina,Colombia,Fiorentina,29
CB,68,Yerson Mosquera,Colombia,FC Cincinnati,22
CB,65,Yevgen Cheberko,Ukraine,Columbus Crew,25
CB,67,Ygor Nogueira,Brazil,GD Chaves,28
CB,62,Yi Teng,China PR,Changchun Yatai,33
CB,63,Yllan Okou,France,AS Monaco,20
CB,66,Yoan Severin,France,Servette FC,26
CB,72,Yoann Barbet,France,Bordeaux,30
CB,72,Yoann Salmier,France,Havre AC,30
CB,65,Yohan Roche,Benin,Quevilly Rouen,26
CB,68,Yohan Tavares,Portugal,Stade Lavallois,35
CB,67,Yonatan Murillo,Colombia,Binacional,31
CB,59,Yoni Gomis,France,Havre AC,18
CB,70,Yordan Osorio,Venezuela,Parma,29
CB,68,Yordi Vílchez,Peru,Alianza Lima,28
CB,75,Youssouf Ndayishimiye,Burundi,OGC Nice,24
CB,65,Yu Dabao,China PR,Beijing Guoan,35
CB,60,Yu Hai,China PR,Shanghai Port,36
CB,62,Yu Yang,China PR,Tianjin JMT FC,34
CB,61,Yuan Mincheng,China PR,Changchun Yatai,28
CB,66,Yuki Kobayashi,Japan,Celtic,23
CB,63,Yun Suk Young,Korea Republic,Gangwon FC,33
CB,60,Yun Young Sun,Korea Republic,Jeonbuk Hyundai,35
CB,77,Yunis Abdelhamid,Morocco,Stade de Reims,36
CB,67,Yuri Ribeiro,Portugal,Legia Warszawa,26
CB,66,Yuta Nakayama,Japan,Huddersfield,26
CB,67,Zac McGraw,Canada,Portland Timbers,26
CB,57,Zach Awe,England,Southampton,19
CB,54,Zach Mitchell,England,Colchester,18
CB,72,Zaid Romero,Argentina,Estudiantes,23
CB,54,Zak Johnson,England,Sunderland,19
CB,63,Zak Jules,Scotland,Exeter City,26
CB,68,Zak Vyner,England,Bristol City,26
CB,66,Žan Zaletel,Slovenia,Viborg FF,24
CB,65,Žan Žužek,Slovenia,Bari,26
CB,74,Zanka,Denmark,Brentford,33
CB,71,Zeno Debast,Belgium,RSC Anderlecht,19
CB,62,Zeno Ibsen Rossi,England,Cambridge Utd,22
CB,65,Zhang Chengdong,China PR,Beijing Guoan,34
CB,69,Zhang Linpeng,China PR,Shanghai Port,34
CB,60,Zhang Wentao,China PR,Wuhan 3 Towns,30
CB,59,Zhang Yuan,China PR,Shenzhen FC,33
CB,55,Zhao Jianfei,China PR,Shandong Taishan,24
CB,60,Zhao Yuhao,China PR,Henan SSLM FC,30
CB,63,Zheng Kaimu,China PR,Cangzhou FC,31
CB,68,Zheng Zheng,China PR,Shandong Taishan,34
CB,53,Zhou Xin,China PR,Shenzhen FC,25
CB,68,Zhu Chenjie,China PR,Shanghai Shenhua,23
CB,71,Zinho Vanheusden,Belgium,Standard Liège,24
CB,54,Ziyad Al Jari,Saudi Arabia,Al Fateh,21
CB,63,Ziyad Al Sahafi,Saudi Arabia,Abha Club,29
CB,70,Zoran Arsenić,Croatia,Raków,29
CB,80,Zubeldia,Spain,Real Sociedad,26
CB,68,Zvonimir Šarlija,Croatia,Hajduk Split,27
CDM,56,Aaron Basenach,Germany,Kaiserslautern,20
CDM,72,Abdou Harroui,Morocco,Frosinone,25
CDM,68,Abdoulaye Touré,France,Havre AC,29
CDM,59,Abdulaziz Al Hurabi,Saudi Arabia,Al Tai,26
CDM,61,Abdulaziz Majrashi,Saudi Arabia,Damac FC,27
CDM,68,Abdulelah Al Malki,Saudi Arabia,Al Hilal,28
CDM,69,Abdulkadir Parmak,Turkey,Sivasspor,28
CDM,68,Abdullah Al Khaibari,Saudi Arabia,Al Nassr,27
CDM,66,Abdullah Ateef,Saudi Arabia,Al Ahli,31
CDM,59,Abdullah Majrashi,Saudi Arabia,Al Raed,26
CDM,60,Abdulrahman Al Barakah,Saudi Arabia,Abha Club,33
CDM,61,Abdulrahman Al Safri,Saudi Arabia,Al Fayha,30
CDM,65,Aboubakar Keita,Côte d'Ivoire,AIK,25
CDM,57,Abundance Salaou,Côte d'Ivoire,IFK Göteborg,19
CDM,65,Adam Carlén,Sweden,IFK Göteborg,23
CDM,74,Adam Maher,Holland,Damac FC,30
CDM,65,Adam May,England,Cambridge Utd,25
CDM,59,Adam McDonnell,Republic of Ireland,Bohemian FC,26
CDM,72,Ádám Nagy,Hungary,Pisa,28
CDM,63,Adam O'Reilly,Republic of Ireland,Derry City,22
CDM,58,Adam Saldaña,United States,LA Galaxy,21
CDM,63,Adam Wharton,England,Blackburn Rovers,19
CDM,66,Adrian Fein,Germany,Excelsior,24
CDM,64,Adrian Małachowski,Poland,ŁKS Łódź,25
CDM,70,Adrian Șut,Romania,FCSB,24
CDM,63,Adrion Pajaziti,Albania,Fulham,20
CDM,67,Afeez Aremu,Nigeria,Kaiserslautern,24
CDM,65,Agostino Spina,Argentina,Huracán,21
CDM,67,Agus Medina,Spain,Albacete BP,29
CDM,63,Agustín Baldi,Argentina,Tigre,21
CDM,65,Agustín Bolivar,Argentina,Gimnasia,27
CDM,66,Agustín Toledo,Argentina,Rosario Central,23
CDM,57,Ahmad Al Mohaimeed,Saudi Arabia,Al Hazem,24
CDM,67,Ahmed Barman,United Arab Emirates,Al Ain FC,29
CDM,69,Ahmed Jahouh,Morocco,Odisha FC,35
CDM,70,Aidan Morris,United States,Columbus Crew,21
CDM,71,Aiden O'Neill,Australia,Standard Liège,25
CDM,76,Aïssa Laïdouni,Tunisia,Union Berlin,26
CDM,71,Aitor Sanz,Spain,CD Tenerife,39
CDM,54,Ajay Chhetri,India,East Bengal,24
CDM,62,Alan Di Pippa,Argentina,Banfield,23
CDM,76,Alan Varela,Argentina,FC Porto,22
CDM,74,Albert Sambi Lokonga,Belgium,Luton Town,23
CDM,73,Albin Ekdal,Sweden,Spezia,34
CDM,67,Aldair Fuentes,Peru,UCV,25
CDM,66,Aldasoro,Spain,R. Racing Club,24
CDM,69,Alejandro Cabrera,Argentina,Banfield,31
CDM,72,Alejandro Camargo,Argentina,Cobresal,34
CDM,67,Aleksa Pejić,Serbia,SK Rapid Wien,24
CDM,63,Álex Bernal,Spain,CD Eldense,32
CDM,64,Alex Gogić,Cyprus,St. Mirren,29
CDM,76,Alex Král,Czech Republic,Union Berlin,25
CDM,62,Alex Rufer,New Zealand,Well. Phoenix,27
CDM,63,Alexandre Phliponeau,France,US Concarneau,23
CDM,66,Alexandru Albu,Romania,FC Rapid 1923,30
CDM,68,Alexandru Crețu,Romania,Univ. Craiova,31
CDM,66,Alexandru Mateiu,Romania,Univ. Craiova,33
CDM,70,Alexis Beka Beka,France,OGC Nice,22
CDM,71,Alexis Blin,France,Lecce,27
CDM,70,Alfa Semedo,Guinea-Bissau,Al Tai,26
CDM,56,Alfie Bendle,England,Forest Green,18
CDM,63,Alfie Chang,England,Birmingham City,21
CDM,62,Alfie Lewis,England,Dundalk,24
CDM,70,Alfredo Morales,United States,New York City FC,33
CDM,72,Alhassan Yusuf,Nigeria,Royal Antwerp FC,23
CDM,63,Ali Al Asmari,Saudi Arabia,Al Ahli,26
CDM,66,Ali Al Hassan,Saudi Arabia,Al Nassr,26
CDM,81,Ali Al Musrati,Libya,SC Braga,27
CDM,65,Ali Hazazi,Saudi Arabia,Ettifaq FC,29
CDM,57,Ali Loune,Germany,1. FC Nürnberg,21
CDM,58,Aljoscha Kemlein,Germany,Union Berlin,19
CDM,58,Allan Michaël Delferrière,Belgium,Hibernian,21
CDM,65,Aloïs Confais,France,Havre AC,27
CDM,66,Álvaro Campuzano,Paraguay,Libertad,28
CDM,72,Amadou Diawara,Guinea,RSC Anderlecht,26
CDM,76,Amadou Onana,Belgium,Everton,22
CDM,75,Amir Hadžiahmetović,Bosnia and Herzegovina,Beşiktaş,26
CDM,69,Anderson Esiti,Nigeria,Ferencvárosi TC,29
CDM,77,André Gomes,Portugal,Everton,30
CDM,70,André Rømer,Denmark,FC Midtjylland,30
CDM,67,Andreas Geipl,Germany,Jahn Regensburg,31
CDM,69,Andreas Müller,Germany,SV Darmstadt 98,23
CDM,83,André-Franck Zambo Anguissa,Cameroon,Napoli FC,27
CDM,70,Andrei Artean,Romania,Farul Constanța,30
CDM,74,Andrés Cubas,Paraguay,Whitecaps FC,27
CDM,76,Andrés Guardado,Mexico,Real Betis,37
CDM,66,Andrés Perea,United States,New York City FC,22
CDM,63,Andri Fannar Baldursson,Iceland,IF Elfsborg,21
CDM,68,Andy Rinomhota,England,Cardiff City,26
CDM,65,Ángel Benítez,Paraguay,Defensa,27
CDM,66,Angel Ojeda,Peru,Cienciano,31
CDM,67,Ángel Romero,Peru,Binacional,33
CDM,66,Angus Thurgate,Australia,Western United,23
CDM,71,Aníbal Godoy,Panama,Nashville SC,33
CDM,76,Aníbal Moreno,Argentina,Racing Club,24
CDM,59,Anthony Grant,Jamaica,Crawley Town,36
CDM,75,Anthony Losilla,France,VfL Bochum,37
CDM,63,Anthony Roncaglia,France,SC Bastia,24
CDM,61,Anthony Uzodimma,Nigeria,Kayserispor,24
CDM,70,Anto Grgić,Switzerland,FC Lugano,26
CDM,69,Antoine Bernede,France,Lausanne-Sport,24
CDM,71,Antoine Makoumbou,Congo,Cagliari,25
CDM,73,Antonio Blanco,Spain,D. Alavés,23
CDM,72,Ao Tanaka,Japan,Düsseldorf,25
CDM,71,Ardon Jashari,Switzerland,FC Luzern,21
CDM,66,Ari Skúlason,Iceland,IFK Norrköping,36
CDM,62,Ariel López,Uruguay,SC Oțelul Galați,28
CDM,67,Arquímedes Figuera,Venezuela,Blooming,34
CDM,72,Arthur Vermeeren,Belgium,Royal Antwerp FC,18
CDM,71,Artur,Brazil,Houston Dynamo,27
CDM,75,Aschraf El Mahdioui,Holland,Al Taawoun,27
CDM,72,Ashley Westwood,England,Charlotte FC,33
CDM,73,Atakan Karazor,Germany,VfB Stuttgart,26
CDM,70,Atienza,Spain,Burgos CF,24
CDM,84,Aurélien Tchouaméni,France,Real Madrid,23
CDM,59,Awadh Al Nashri,Saudi Arabia,Al Ittihad,21
CDM,79,Axel Witsel,Belgium,Atlético de Madrid,34
CDM,65,Aytaç Kara,Turkey,Kasımpaşa,30
CDM,54,Ayush Chhetri,India,FC Goa,20
CDM,58,Azeem Abdulai,Scotland,Swansea City,20
CDM,61,Azer Bušuladžić,Bosnia and Herzegovina,Vejle Boldklub,31
CDM,66,Aziz Ouattara,Côte d'Ivoire,KRC Genk,22
CDM,76,Azor Matusiwa,Holland,Stade de Reims,25
CDM,72,Baldomero Perlaza,Colombia,Colón,31
CDM,65,Balthazar Pierret,France,Quevilly Rouen,23
CDM,59,Baptiste Mouazan,France,US Concarneau,22
CDM,77,Baptiste Santamaria,France,Stade Rennais FC,28
CDM,71,Bartol Franjić,Croatia,SV Darmstadt 98,23
CDM,63,Bartosz Kwiecień,Poland,Korona Kielce,29
CDM,60,Bas Van Den Eynden,Belgium,KV Mechelen,21
CDM,72,Batista Mendy,France,Trabzonspor,23
CDM,71,Bautista Kociubinski,Argentina,Atlético Tucumán,22
CDM,52,Bego Kujrakovic,Austria,Austria Klagenfurt,17
CDM,72,Ben Pearson,England,Stoke City,28
CDM,73,Ben Sheaf,England,Coventry City,25
CDM,74,Ben Whiteman,England,Preston,27
CDM,57,Ben Worman,England,Cork City,22
CDM,70,Benedikt Gimber,Germany,Heidenheim,26
CDM,79,Benjamin André,France,LOSC Lille,33
CDM,74,Benjamin Stambouli,France,Adana Demirspor,33
CDM,70,Benjamin Tahirović,Bosnia and Herzegovina,Ajax,20
CDM,65,Besard Sabovic,Sweden,Djurgårdens IF,25
CDM,72,Billy Gilmour,Scotland,Brighton,22
CDM,69,Billy Mitchell,England,Millwall,22
CDM,73,Birama Touré,Mali,Al Riyadh,31
CDM,71,Bismark Adjei-Boateng,Ghana,Jeonbuk Hyundai,29
CDM,65,Bjarke Jacobsen,Denmark,Wehen Wiesbaden,30
